time[sec],omega_t_b(X)[rad/s],omega_t_b(Y)[rad/s],omega_t_b(Z)[rad/s],q_t_i2b(0)[-],q_t_i2b(1)[-],q_t_i2b(2)[-],q_t_i2b(3)[-],torque_t_b(X)[Nm],torque_t_b(Y)[Nm],torque_t_b(Z)[Nm],h_total[Nms],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],lat[rad],lon[rad],alt[m],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],
124,0.000232648,-0.000674417,0.000233294,0.00727178,-0.0209027,0.00717564,0.999729,1.80728e-07,-5.44138e-07,1.93341e-07,7.50593e-05,443812,-1.11578e+06,7.12999e+06,-7388.25,474.551,533.12,-7352.03,590.292,833.569,1.40491,0.971741,873058,-443812,1.11578e+06,-7.12999e+06,7388.25,-474.551,-533.12,-726443,1.02052e+06,-7.12106e+06,7352.03,-590.292,-833.569,-5.23753e+10,-1.26515e+11,-5.48524e+10,35711.7,-10068.8,-4692.5,-5.6399e+10,-1.26502e+11,-5.07377e+10,35338.8,-10656.7,-6027.3,0.00186247,-0.0019467,0.00286204,
124.5,0.000233551,-0.000677138,0.000234261,0.00733003,-0.0210716,0.00723406,0.999725,1.80631e-07,-5.44141e-07,1.9339e-07,7.53618e-05,440117,-1.11554e+06,7.13025e+06,-7388.48,475.136,529.37,-7352.07,591.783,832.239,1.40513,0.968915,873059,-440117,1.11554e+06,-7.13025e+06,7388.48,-475.136,-529.37,-725055,1.01948e+06,-7.12135e+06,7352.07,-591.783,-832.239,-5.23753e+10,-1.26515e+11,-5.48524e+10,35711.9,-10069.4,-4688.75,-5.64309e+10,-1.26502e+11,-5.07039e+10,35335.9,-10662.1,-6034.25,-0.00102482,-0.00242723,0.00318302,
125,0.000234454,-0.000679858,0.000235228,0.0073885,-0.0212411,0.00729272,0.99972,1.80533e-07,-5.44143e-07,1.93438e-07,7.56643e-05,436423,-1.1153e+06,7.13052e+06,-7388.71,475.722,525.619,-7352.09,593.278,830.918,1.40535,0.966082,873060,-436423,1.1153e+06,-7.13052e+06,7388.71,-475.722,-525.619,-723675,1.01843e+06,-7.12164e+06,7352.09,-593.278,-830.918,-5.23752e+10,-1.26515e+11,-5.48524e+10,35712.2,-10069.9,-4685,-5.6463e+10,-1.26501e+11,-5.067e+10,35333,-10667.5,-6041.24,0.000718813,-0.00174074,0.00357717,
125.5,0.000235357,-0.000682579,0.000236195,0.0074472,-0.0214114,0.00735162,0.999716,1.80434e-07,-5.44146e-07,1.93487e-07,7.59668e-05,432729,-1.11507e+06,7.13078e+06,-7388.94,476.307,521.868,-7352.12,594.776,829.606,1.40557,0.963242,873061,-432729,1.11507e+06,-7.13078e+06,7388.94,-476.307,-521.868,-722305,1.01739e+06,-7.12193e+06,7352.12,-594.776,-829.606,-5.23752e+10,-1.26515e+11,-5.48524e+10,35712.4,-10070.5,-4681.25,-5.64951e+10,-1.265e+11,-5.06359e+10,35330.1,-10672.9,-6048.27,0.000769014,-0.00300949,0.002477,
126,0.000236258,-0.0006853,0.000237163,0.00750613,-0.0215824,0.00741076,0.999711,1.80335e-07,-5.44148e-07,1.93536e-07,7.62693e-05,429034,-1.11483e+06,7.13104e+06,-7389.17,476.892,518.117,-7352.15,596.277,828.303,1.40579,0.960394,873062,-429034,1.11483e+06,-7.13104e+06,7389.17,-476.892,-518.117,-720944,1.01633e+06,-7.12221e+06,7352.15,-596.277,-828.303,-5.23752e+10,-1.26515e+11,-5.48524e+10,35712.6,-10071.1,-4677.5,-5.65274e+10,-1.26499e+11,-5.06017e+10,35327.1,-10678.3,-6055.35,0.00155892,-0.00187811,0.0031826,
126.5,0.00023716,-0.000688021,0.000238131,0.00756528,-0.021754,0.00747014,0.999707,1.80236e-07,-5.44151e-07,1.93584e-07,7.65718e-05,425339,-1.11459e+06,7.1313e+06,-7389.39,477.477,514.366,-7352.17,597.781,827.01,1.406,0.957539,873063,-425339,1.11459e+06,-7.1313e+06,7389.39,-477.477,-514.366,-719592,1.01528e+06,-7.1225e+06,7352.17,-597.781,-827.01,-5.23752e+10,-1.26515e+11,-5.48524e+10,35712.8,-10071.7,-4673.74,-5.65598e+10,-1.26499e+11,-5.05673e+10,35324.1,-10683.8,-6062.47,0.00178449,-0.00283898,0.00259584,
127,0.000238061,-0.000690741,0.000239099,0.00762465,-0.0219263,0.00752977,0.999702,1.80135e-07,-5.44154e-07,1.93632e-07,7.68742e-05,421645,-1.11435e+06,7.13155e+06,-7389.61,478.061,510.615,-7352.19,599.289,825.727,1.40621,0.954677,873064,-421645,1.11435e+06,-7.13155e+06,7389.61,-478.061,-510.615,-718250,1.01422e+06,-7.12279e+06,7352.19,-599.289,-825.727,-5.23752e+10,-1.26515e+11,-5.48524e+10,35713.1,-10072.3,-4669.99,-5.65923e+10,-1.26498e+11,-5.05328e+10,35321.1,-10689.2,-6069.62,0.001723,-0.00194552,0.00329547,
127.5,0.000238961,-0.000693462,0.000240067,0.00768425,-0.0220993,0.00758963,0.999697,1.80034e-07,-5.44156e-07,1.93681e-07,7.71767e-05,417950,-1.11411e+06,7.13181e+06,-7389.84,478.646,506.863,-7352.21,600.8,824.453,1.40643,0.951807,873065,-417950,1.11411e+06,-7.13181e+06,7389.84,-478.646,-506.863,-716917,1.01316e+06,-7.12307e+06,7352.21,-600.8,-824.453,-5.23751e+10,-1.26515e+11,-5.48524e+10,35713.3,-10072.9,-4666.24,-5.66249e+10,-1.26497e+11,-5.04981e+10,35318.1,-10694.7,-6076.82,-0.000296885,-0.000269598,0.000498947,
128,0.000239861,-0.000696183,0.000241035,0.00774407,-0.0222729,0.00764974,0.999693,1.79933e-07,-5.44159e-07,1.93729e-07,7.74792e-05,414255,-1.11387e+06,7.13206e+06,-7390.05,479.23,503.112,-7352.23,602.314,823.188,1.40664,0.948931,873066,-414255,1.11387e+06,-7.13206e+06,7390.05,-479.23,-503.112,-715594,1.01209e+06,-7.12336e+06,7352.23,-602.314,-823.188,-5.23751e+10,-1.26515e+11,-5.48524e+10,35713.5,-10073.4,-4662.49,-5.66576e+10,-1.26496e+11,-5.04633e+10,35315.1,-10700.2,-6084.06,0.00099396,-0.00335891,0.00308194,
128.5,0.000240761,-0.000698904,0.000242004,0.00780412,-0.0224473,0.00771009,0.999688,1.7983e-07,-5.44161e-07,1.93777e-07,7.77816e-05,410560,-1.11363e+06,7.13231e+06,-7390.27,479.815,499.36,-7352.24,603.831,821.933,1.40685,0.946047,873067,-410560,1.11363e+06,-7.13231e+06,7390.27,-479.815,-499.36,-714280,1.01102e+06,-7.12364e+06,7352.24,-603.831,-821.933,-5.23751e+10,-1.26515e+11,-5.48524e+10,35713.7,-10074,-4658.73,-5.66905e+10,-1.26496e+11,-5.04283e+10,35312.1,-10705.7,-6091.35,0.00241747,0.00052806,0.00191217,
129,0.00024166,-0.000701625,0.000242973,0.00786439,-0.0226223,0.00777068,0.999683,1.79727e-07,-5.44164e-07,1.93825e-07,7.80841e-05,406865,-1.11339e+06,7.13256e+06,-7390.48,480.399,495.608,-7352.26,605.352,820.687,1.40706,0.943156,873068,-406865,1.11339e+06,-7.13256e+06,7390.48,-480.399,-495.608,-712976,1.00994e+06,-7.12392e+06,7352.26,-605.352,-820.687,-5.23751e+10,-1.26515e+11,-5.48524e+10,35713.9,-10074.6,-4654.98,-5.67234e+10,-1.26495e+11,-5.03932e+10,35309,-10711.3,-6098.67,0.00220059,-0.000482303,0.00249957,
129.5,0.000242558,-0.000704345,0.000243942,0.00792489,-0.022798,0.00783151,0.999678,1.79623e-07,-5.44166e-07,1.93873e-07,7.83865e-05,403169,-1.11315e+06,7.13281e+06,-7390.7,480.983,491.856,-7352.27,606.875,819.451,1.40727,0.940257,873069,-403169,1.11315e+06,-7.13281e+06,7390.7,-480.983,-491.856,-711681,1.00886e+06,-7.1242e+06,7352.27,-606.875,-819.451,-5.23751e+10,-1.26515e+11,-5.48524e+10,35714.2,-10075.2,-4651.23,-5.67565e+10,-1.26494e+11,-5.03579e+10,35305.9,-10716.8,-6106.04,0.00169127,-0.000940582,0.000188495,
130,0.000243456,-0.000707066,0.000244912,0.00798561,-0.0229744,0.00789258,0.999673,1.79519e-07,-5.44169e-07,1.9392e-07,7.8689e-05,399474,-1.11291e+06,7.13305e+06,-7390.91,481.567,488.104,-7352.28,608.402,818.223,1.40747,0.937351,873070,-399474,1.11291e+06,-7.13305e+06,7390.91,-481.567,-488.104,-710395,1.00778e+06,-7.12448e+06,7352.28,-608.402,-818.223,-5.23751e+10,-1.26515e+11,-5.48524e+10,35714.4,-10075.8,-4647.47,-5.67897e+10,-1.26493e+11,-5.03225e+10,35302.9,-10722.4,-6113.44,0.00156875,-0.00109465,0.00245047,
130.5,0.000244354,-0.000709787,0.000245882,0.00804656,-0.0231514,0.0079539,0.999668,1.79413e-07,-5.44172e-07,1.93968e-07,7.89914e-05,395778,-1.11267e+06,7.13329e+06,-7391.12,482.151,484.352,-7352.29,609.933,817.006,1.40768,0.934439,873071,-395778,1.11267e+06,-7.13329e+06,7391.12,-482.151,-484.352,-709119,1.00669e+06,-7.12476e+06,7352.29,-609.933,-817.006,-5.2375e+10,-1.26515e+11,-5.48524e+10,35714.6,-10076.3,-4643.72,-5.6823e+10,-1.26492e+11,-5.0287e+10,35299.7,-10728,-6120.89,0.00116073,-0.00244112,0.0026965,
131,0.00024525,-0.000712508,0.000246851,0.00810772,-0.0233291,0.00801546,0.999663,1.79308e-07,-5.44174e-07,1.94015e-07,7.92938e-05,392083,-1.11243e+06,7.13354e+06,-7391.32,482.735,480.6,-7352.3,611.466,815.797,1.40788,0.931519,873072,-392083,1.11243e+06,-7.13354e+06,7391.32,-482.735,-480.6,-707853,1.0056e+06,-7.12504e+06,7352.3,-611.466,-815.797,-5.2375e+10,-1.26515e+11,-5.48524e+10,35714.8,-10076.9,-4639.97,-5.68565e+10,-1.26492e+11,-5.02513e+10,35296.6,-10733.6,-6128.38,0.00172173,0.000913702,0.00126626,
131.5,0.000246147,-0.000715229,0.000247822,0.00816912,-0.0235076,0.00807726,0.999658,1.79201e-07,-5.44177e-07,1.94062e-07,7.95962e-05,388387,-1.11219e+06,7.13377e+06,-7391.53,483.318,476.848,-7352.3,613.002,814.599,1.40808,0.928592,873073,-388387,1.11219e+06,-7.13377e+06,7391.53,-483.318,-476.848,-706596,1.00451e+06,-7.12532e+06,7352.3,-613.002,-814.599,-5.2375e+10,-1.26515e+11,-5.48525e+10,35715,-10077.5,-4636.21,-5.689e+10,-1.26491e+11,-5.02155e+10,35293.5,-10739.3,-6135.91,0.00253831,-0.00222761,0.00305525,
132,0.000247042,-0.00071795,0.000248792,0.00823073,-0.0236867,0.0081393,0.999652,1.79094e-07,-5.44179e-07,1.94109e-07,7.98986e-05,384691,-1.11194e+06,7.13401e+06,-7391.73,483.902,473.095,-7352.3,614.542,813.409,1.40828,0.925657,873074,-384691,1.11194e+06,-7.13401e+06,7391.73,-483.902,-473.095,-705348,1.00341e+06,-7.1256e+06,7352.3,-614.542,-813.409,-5.2375e+10,-1.26515e+11,-5.48525e+10,35715.2,-10078.1,-4632.46,-5.69237e+10,-1.2649e+11,-5.01795e+10,35290.3,-10745,-6143.48,0.00273453,-0.0012351,0.00376116,
132.5,0.000247938,-0.000720671,0.000249763,0.00829257,-0.0238664,0.00820158,0.999647,1.78986e-07,-5.44182e-07,1.94156e-07,8.0201e-05,380995,-1.1117e+06,7.13425e+06,-7391.93,484.485,469.342,-7352.3,616.085,812.229,1.40848,0.922716,873074,-380995,1.1117e+06,-7.13425e+06,7391.93,-484.485,-469.342,-704110,1.00231e+06,-7.12588e+06,7352.3,-616.085,-812.229,-5.2375e+10,-1.26515e+11,-5.48525e+10,35715.4,-10078.7,-4628.71,-5.69575e+10,-1.26489e+11,-5.01434e+10,35287.1,-10750.6,-6151.09,-0.000193156,-0.00107836,0.00274289,
133,0.000248832,-0.000723392,0.000250734,0.00835463,-0.0240469,0.00826411,0.999642,1.78877e-07,-5.44184e-07,1.94203e-07,8.05034e-05,377299,-1.11146e+06,7.13448e+06,-7392.13,485.069,465.59,-7352.3,617.631,811.058,1.40868,0.919768,873075,-377299,1.11146e+06,-7.13448e+06,7392.13,-485.069,-465.59,-702881,1.00121e+06,-7.12615e+06,7352.3,-617.631,-811.058,-5.2375e+10,-1.26515e+11,-5.48525e+10,35715.6,-10079.3,-4624.95,-5.69914e+10,-1.26488e+11,-5.01071e+10,35283.9,-10756.3,-6158.75,0.00145142,-0.00195468,0.00203241,
133.5,0.000249727,-0.000726112,0.000251705,0.00841692,-0.024228,0.00832687,0.999636,1.78768e-07,-5.44187e-07,1.9425e-07,8.08058e-05,373603,-1.11122e+06,7.13471e+06,-7392.33,485.652,461.837,-7352.3,619.181,809.897,1.40888,0.916813,873076,-373603,1.11122e+06,-7.13471e+06,7392.33,-485.652,-461.837,-701661,1.0001e+06,-7.12643e+06,7352.3,-619.181,-809.897,-5.23749e+10,-1.26515e+11,-5.48525e+10,35715.8,-10079.8,-4621.2,-5.70254e+10,-1.26487e+11,-5.00707e+10,35280.7,-10762.1,-6166.44,-0.000761001,-0.00143048,0.0018796,
134,0.00025062,-0.000728833,0.000252676,0.00847942,-0.0244098,0.00838988,0.999631,1.78657e-07,-5.4419e-07,1.94296e-07,8.11082e-05,369907,-1.11097e+06,7.13494e+06,-7392.52,486.235,458.084,-7352.3,620.733,808.745,1.40907,0.91385,873077,-369907,1.11097e+06,-7.13494e+06,7392.52,-486.235,-458.084,-700451,998983,-7.1267e+06,7352.3,-620.733,-808.745,-5.23749e+10,-1.26515e+11,-5.48525e+10,35716,-10080.4,-4617.44,-5.70596e+10,-1.26486e+11,-5.00341e+10,35277.5,-10767.8,-6174.18,7.0821e-05,-0.000946537,0.00117604,
134.5,0.000251513,-0.000731554,0.000253648,0.00854215,-0.0245923,0.00845313,0.999625,1.78547e-07,-5.44192e-07,1.94343e-07,8.14106e-05,366211,-1.11073e+06,7.13517e+06,-7392.72,486.817,454.33,-7352.29,622.289,807.602,1.40927,0.910881,873078,-366211,1.11073e+06,-7.13517e+06,7392.72,-486.817,-454.33,-699250,997866,-7.12698e+06,7352.29,-622.289,-807.602,-5.23749e+10,-1.26515e+11,-5.48525e+10,35716.2,-10081,-4613.69,-5.70938e+10,-1.26485e+11,-4.99974e+10,35274.2,-10773.6,-6181.95,4.99194e-06,-0.00148181,0.00181084,
135,0.000252406,-0.000734275,0.000254619,0.00860511,-0.0247755,0.00851663,0.99962,1.78435e-07,-5.44195e-07,1.94389e-07,8.17129e-05,362514,-1.11049e+06,7.1354e+06,-7392.91,487.4,450.577,-7352.28,623.848,806.469,1.40946,0.907904,873079,-362514,1.11049e+06,-7.1354e+06,7392.91,-487.4,-450.577,-698060,996746,-7.12725e+06,7352.28,-623.848,-806.469,-5.23749e+10,-1.26515e+11,-5.48525e+10,35716.4,-10081.6,-4609.94,-5.71282e+10,-1.26484e+11,-4.99605e+10,35271,-10779.3,-6189.77,0.00148698,-4.91271e-05,0.00175484,
135.5,0.000253298,-0.000736996,0.000255591,0.00866828,-0.0249593,0.00858036,0.999614,1.78323e-07,-5.44197e-07,1.94435e-07,8.20153e-05,358818,-1.11024e+06,7.13562e+06,-7393.1,487.983,446.824,-7352.27,625.411,805.346,1.40965,0.904921,873080,-358818,1.11024e+06,-7.13562e+06,7393.1,-487.983,-446.824,-696878,995621,-7.12752e+06,7352.27,-625.411,-805.346,-5.23749e+10,-1.26515e+11,-5.48525e+10,35716.6,-10082.2,-4606.18,-5.71627e+10,-1.26483e+11,-4.99235e+10,35267.7,-10785.1,-6197.63,0.00174766,-0.00226387,0.00195378,
136,0.000254189,-0.000739717,0.000256564,0.00873168,-0.0251439,0.00864434,0.999608,1.7821e-07,-5.442e-07,1.94481e-07,8.23176e-05,355121,-1.11e+06,7.13584e+06,-7393.28,488.565,443.07,-7352.26,626.976,804.231,1.40984,0.901931,873081,-355121,1.11e+06,-7.13584e+06,7393.28,-488.565,-443.07,-695706,994493,-7.1278e+06,7352.26,-626.976,-804.231,-5.23748e+10,-1.26515e+11,-5.48525e+10,35716.8,-10082.7,-4602.43,-5.71973e+10,-1.26482e+11,-4.98864e+10,35264.4,-10791,-6205.53,0.000590079,-0.00225954,0.0027153,
136.5,0.00025508,-0.000742438,0.000257536,0.0087953,-0.0253291,0.00870856,0.999603,1.78096e-07,-5.44202e-07,1.94526e-07,8.26199e-05,351424,-1.10976e+06,7.13606e+06,-7393.47,489.148,439.317,-7352.25,628.545,803.126,1.41003,0.898934,873082,-351424,1.10976e+06,-7.13606e+06,7393.47,-489.148,-439.317,-694543,993361,-7.12807e+06,7352.25,-628.545,-803.126,-5.23748e+10,-1.26515e+11,-5.48525e+10,35716.9,-10083.3,-4598.67,-5.7232e+10,-1.26481e+11,-4.98491e+10,35261.1,-10796.8,-6213.47,0.00350131,-0.00203348,0.000789992,
137,0.00025597,-0.000745159,0.000258509,0.00885914,-0.025515,0.00877302,0.999597,1.77981e-07,-5.44205e-07,1.94572e-07,8.29223e-05,347728,-1.10951e+06,7.13628e+06,-7393.65,489.73,435.563,-7352.23,630.116,802.031,1.41022,0.89593,873082,-347728,1.10951e+06,-7.13628e+06,7393.65,-489.73,-435.563,-693390,992225,-7.12834e+06,7352.23,-630.116,-802.031,-5.23748e+10,-1.26515e+11,-5.48525e+10,35717.1,-10083.9,-4594.92,-5.72668e+10,-1.2648e+11,-4.98116e+10,35257.7,-10802.7,-6221.46,0.00188078,-0.00345706,0.00151705,
137.5,0.00025686,-0.00074788,0.000259482,0.0089232,-0.0257015,0.00883773,0.999591,1.77866e-07,-5.44208e-07,1.94617e-07,8.32246e-05,344031,-1.10927e+06,7.1365e+06,-7393.83,490.312,431.809,-7352.22,631.691,800.944,1.41041,0.892919,873083,-344031,1.10927e+06,-7.1365e+06,7393.83,-490.312,-431.809,-692246,991085,-7.12861e+06,7352.22,-631.691,-800.944,-5.23748e+10,-1.26515e+11,-5.48525e+10,35717.3,-10084.5,-4591.16,-5.73018e+10,-1.26479e+11,-4.9774e+10,35254.4,-10808.6,-6229.48,0.00158803,-0.000213004,0.00198694,
138,0.000257749,-0.000750601,0.000260455,0.00898749,-0.0258888,0.00890267,0.999585,1.7775e-07,-5.4421e-07,1.94662e-07,8.35269e-05,340334,-1.10902e+06,7.13672e+06,-7394.01,490.894,428.055,-7352.2,633.27,799.867,1.41059,0.889901,873084,-340334,1.10902e+06,-7.13672e+06,7394.01,-490.894,-428.055,-691112,989942,-7.12887e+06,7352.2,-633.27,-799.867,-5.23748e+10,-1.26515e+11,-5.48525e+10,35717.5,-10085.1,-4587.41,-5.73368e+10,-1.26478e+11,-4.97363e+10,35251,-10814.5,-6237.54,0.000744457,-0.00150798,0.00316323,
138.5,0.000258638,-0.000753322,0.000261428,0.00905199,-0.0260767,0.00896786,0.999579,1.77633e-07,-5.44213e-07,1.94707e-07,8.38292e-05,336637,-1.10878e+06,7.13693e+06,-7394.19,491.476,424.301,-7352.18,634.851,798.8,1.41077,0.886877,873085,-336637,1.10878e+06,-7.13693e+06,7394.19,-491.476,-424.301,-689987,988795,-7.12914e+06,7352.18,-634.851,-798.8,-5.23748e+10,-1.26515e+11,-5.48525e+10,35717.7,-10085.6,-4583.65,-5.7372e+10,-1.26477e+11,-4.96984e+10,35247.6,-10820.4,-6245.65,-0.000341412,-0.00153353,0.00154849,
139,0.000259525,-0.000756044,0.000262402,0.00911672,-0.0262653,0.0090333,0.999573,1.77516e-07,-5.44215e-07,1.94752e-07,8.41314e-05,332940,-1.10853e+06,7.13714e+06,-7394.37,492.057,420.547,-7352.16,636.436,797.742,1.41095,0.883846,873086,-332940,1.10853e+06,-7.13714e+06,7394.37,-492.057,-420.547,-688871,987644,-7.12941e+06,7352.16,-636.436,-797.742,-5.23747e+10,-1.26515e+11,-5.48525e+10,35717.8,-10086.2,-4579.9,-5.74073e+10,-1.26476e+11,-4.96604e+10,35244.2,-10826.3,-6253.8,0.00272832,-0.00117214,0.00147953,
139.5,0.000260413,-0.000758765,0.000263376,0.00918167,-0.0264546,0.00909897,0.999566,1.77398e-07,-5.44218e-07,1.94796e-07,8.44337e-05,329243,-1.10828e+06,7.13735e+06,-7394.54,492.639,416.793,-7352.13,638.023,796.693,1.41113,0.880808,873087,-329243,1.10828e+06,-7.13735e+06,7394.54,-492.639,-416.793,-687766,986489,-7.12967e+06,7352.13,-638.023,-796.693,-5.23747e+10,-1.26515e+11,-5.48525e+10,35718,-10086.8,-4576.14,-5.74427e+10,-1.26475e+11,-4.96222e+10,35240.8,-10832.3,-6261.98,0.000242949,-0.00179985,0.00106828,
140,0.0002613,-0.000761486,0.00026435,0.00924684,-0.0266445,0.00916489,0.99956,1.77279e-07,-5.4422e-07,1.9484e-07,8.4736e-05,325545,-1.10804e+06,7.13756e+06,-7394.71,493.22,413.038,-7352.11,639.614,795.653,1.41131,0.877763,873087,-325545,1.10804e+06,-7.13756e+06,7394.71,-493.22,-413.038,-686669,985330,-7.12994e+06,7352.11,-639.614,-795.653,-5.23747e+10,-1.26515e+11,-5.48525e+10,35718.2,-10087.4,-4572.38,-5.74782e+10,-1.26474e+11,-4.95838e+10,35237.3,-10838.3,-6270.21,0.000888364,-0.00318974,0.00283896,
140.5,0.000262186,-0.000764207,0.000265324,0.00931223,-0.0268352,0.00923105,0.999554,1.77159e-07,-5.44223e-07,1.94885e-07,8.50382e-05,321848,-1.10779e+06,7.13776e+06,-7394.88,493.802,409.284,-7352.08,641.208,794.624,1.41149,0.874712,873088,-321848,1.10779e+06,-7.13776e+06,7394.88,-493.802,-409.284,-685583,984168,-7.13021e+06,7352.08,-641.208,-794.624,-5.23747e+10,-1.26515e+11,-5.48525e+10,35718.4,-10087.9,-4568.63,-5.75139e+10,-1.26473e+11,-4.95454e+10,35233.8,-10844.3,-6278.48,0.00127087,0.000180177,0.00302338,
141,0.000263071,-0.000766928,0.000266299,0.00937784,-0.0270265,0.00929745,0.999547,1.77038e-07,-5.44226e-07,1.94928e-07,8.53405e-05,318150,-1.10754e+06,7.13797e+06,-7395.05,494.383,405.529,-7352.05,642.806,793.603,1.41167,0.871654,873089,-318150,1.10754e+06,-7.13797e+06,7395.05,-494.383,-405.529,-684505,983001,-7.13047e+06,7352.05,-642.806,-793.603,-5.23747e+10,-1.26515e+11,-5.48525e+10,35718.5,-10088.5,-4564.87,-5.75496e+10,-1.26472e+11,-4.95067e+10,35230.4,-10850.3,-6286.79,0.00268674,-0.00151446,0.00340342,
141.5,0.000263956,-0.000769649,0.000267274,0.00944367,-0.0272185,0.0093641,0.999541,1.76917e-07,-5.44228e-07,1.94972e-07,8.56427e-05,314453,-1.1073e+06,7.13817e+06,-7395.22,494.964,401.774,-7352.02,644.406,792.591,1.41184,0.868589,873090,-314453,1.1073e+06,-7.13817e+06,7395.22,-494.964,-401.774,-683437,981831,-7.13073e+06,7352.02,-644.406,-792.591,-5.23746e+10,-1.26515e+11,-5.48525e+10,35718.7,-10089.1,-4561.12,-5.75855e+10,-1.26471e+11,-4.9468e+10,35226.8,-10856.3,-6295.14,0.00107004,-0.0016111,0.00301443,
142,0.000264841,-0.00077237,0.000268248,0.00950972,-0.0274112,0.00943098,0.999535,1.76795e-07,-5.44231e-07,1.95015e-07,8.5945e-05,310755,-1.10705e+06,7.13837e+06,-7395.38,495.545,398.02,-7351.98,646.01,791.589,1.41201,0.865518,873091,-310755,1.10705e+06,-7.13837e+06,7395.38,-495.545,-398.02,-682379,980657,-7.13099e+06,7351.98,-646.01,-791.589,-5.23746e+10,-1.26515e+11,-5.48525e+10,35718.9,-10089.7,-4557.36,-5.76214e+10,-1.26469e+11,-4.9429e+10,35223.3,-10862.4,-6303.53,0.00100194,-0.0031777,0.00413661,
142.5,0.000265724,-0.000775091,0.000269224,0.00957599,-0.0276045,0.00949811,0.999528,1.76672e-07,-5.44233e-07,1.95059e-07,8.62472e-05,307057,-1.1068e+06,7.13857e+06,-7395.54,496.126,394.265,-7351.95,647.617,790.597,1.41219,0.86244,873091,-307057,1.1068e+06,-7.13857e+06,7395.54,-496.126,-394.265,-681330,979480,-7.13126e+06,7351.95,-647.617,-790.597,-5.23746e+10,-1.26515e+11,-5.48525e+10,35719,-10090.3,-4553.61,-5.76575e+10,-1.26468e+11,-4.939e+10,35219.8,-10868.5,-6311.97,0.000119161,-0.00226205,0.00087525,
143,0.000266607,-0.000777813,0.000270199,0.00964249,-0.0277986,0.00956549,0.999521,1.76548e-07,-5.44236e-07,1.95102e-07,8.65494e-05,303360,-1.10655e+06,7.13876e+06,-7395.7,496.706,390.51,-7351.91,649.227,789.614,1.41236,0.859356,873092,-303360,1.10655e+06,-7.13876e+06,7395.7,-496.706,-390.51,-680291,978298,-7.13152e+06,7351.91,-649.227,-789.614,-5.23746e+10,-1.26515e+11,-5.48525e+10,35719.2,-10090.8,-4549.85,-5.76937e+10,-1.26467e+11,-4.93508e+10,35216.2,-10874.6,-6320.44,-3.03985e-05,-0.00312155,0.001683,
143.5,0.00026749,-0.000780534,0.000271175,0.0097092,-0.0279933,0.0096331,0.999515,1.76424e-07,-5.44238e-07,1.95144e-07,8.68516e-05,299662,-1.1063e+06,7.13896e+06,-7395.86,497.287,386.754,-7351.88,650.84,788.639,1.41253,0.856266,873093,-299662,1.1063e+06,-7.13896e+06,7395.86,-497.287,-386.754,-679261,977113,-7.13178e+06,7351.88,-650.84,-788.639,-5.23746e+10,-1.26515e+11,-5.48525e+10,35719.3,-10091.4,-4546.09,-5.77301e+10,-1.26466e+11,-4.93114e+10,35212.6,-10880.7,-6328.96,0.00081071,-0.0023147,0.00328677,
144,0.000268372,-0.000783255,0.00027215,0.00977613,-0.0281887,0.00970096,0.999508,1.76299e-07,-5.44241e-07,1.95187e-07,8.71537e-05,295964,-1.10605e+06,7.13915e+06,-7396.02,497.867,382.999,-7351.84,652.456,787.675,1.41269,0.853169,873094,-295964,1.10605e+06,-7.13915e+06,7396.02,-497.867,-382.999,-678240,975924,-7.13204e+06,7351.84,-652.456,-787.675,-5.23746e+10,-1.26515e+11,-5.48525e+10,35719.5,-10092,-4542.34,-5.77665e+10,-1.26465e+11,-4.92719e+10,35209.1,-10886.8,-6337.51,7.40896e-05,-0.00187908,0.00427763,
